Date,Game,Earnings,Players,Tournaments
01092011,Super Smash Bros. Brawl,400,3,2
01092011,FIFA 12,137.64,1,2
01102011,StarCraft II,563124.57,213,79
01102011,Counter-Strike,191030.77,196,11
01102011,League of Legends,142571.47,156,25
01102011,World of WarCraft,120000,9,1
01102011,Halo: Reach,59225.4,48,2
01102011,WarCraft III,39182.42,21,8
01102011,Call of Duty: Black Ops,38482.55,49,2
01102011,Counter-Strike: Source,33140.06,70,6
01102011,Defense of the Ancients,28758.48,30,2
01102011,Dota 2,22000,16,1
01102011,StarCraft: Brood War,18710,13,5
01102011,FIFA 11,17000,8,1
01102011,iRacing.com,15500,3,1
01102011,TrackMania Nations Forever,15411.09,4,3
01102011,Tekken 6,6000,3,1
01102011,Heroes of Newerth,5000,0,1
01102011,Super Smash Bros. Melee,2399,11,2
01102011,Call of Duty 4: Modern Warfare,1196.33,10,1
01102011,Quake Live,686.83,3,5
01102011,FIFA 12,686.3,5,6
01102011,Marvel vs. Capcom 3,0,8,1
01102011,Super Street Fighter IV Arcade Edition,0,8,2
01112011,Halo: Reach,287000,28,2
01112011,StarCraft II,275904.06,109,66
01112011,Call of Duty: Black Ops,142000,32,3
01112011,Magic: The Gathering Online,1.00E+05,12,1
01112011,League of Legends,91253.57,94,18
01112011,Defense of the Ancients,71705.74,79,4
01112011,Counter-Strike,58015.4,71,6
01112011,Heroes of Newerth,42804.24,20,1
01112011,KartRider,26433,8,2
01112011,Dota 2,20268.08,35,2
01112011,Quake Live,17289.36,14,7
01112011,Bloodline Champions,10000,9,1
01112011,Super Street Fighter IV Arcade Edition,8324.04,10,2
01112011,FIFA 11,7431.53,30,9
01112011,Age of Empires II,7329,28,2
01112011,Counter-Strike: Source,6761.52,40,1
01112011,rFactor,4724.49,30,1
01112011,Tekken 6,3527.33,9,4
01112011,Super Smash Bros. Melee,2920,14,4
01112011,Marvel vs. Capcom 3,820,3,1
01112011,Team Fortress 2,789.46,18,1
01112011,WarCraft III,543.03,3,4
01112011,FIFA 12,542.32,4,4
01112011,BlazBlue: Continuum Shift II,390,3,1
01112011,TrackMania Nations Forever,316.31,4,1
01112011,Street Fighter III: 3rd Strike,240,3,1
01112011,Super Street Fighter II Turbo,180,3,1
01112011,StarCraft: Brood War,140,6,2
01112011,Street Fighter IV,90,2,1
01112011,Ultimate Marvel vs. Capcom 3,45,2,1
01122011,StarCraft II,391685.35,172,64
01122011,Counter-Strike,64523.47,105,7
01122011,League of Legends,57086.98,112,22
01122011,Defense of the Ancients,52801.84,73,4
01122011,Heroes of Newerth,36000,20,1
01122011,CrossFire,34000,15,1
01122011,Counter-Strike: Source,32288.69,56,4
01122011,Dota 2,30000,35,2
01122011,WarCraft III,27902.68,10,5
01122011,World of WarCraft,24000,9,1
01122011,FIFA 11,21669.8,5,3
01122011,World of Tanks,18503.12,7,2
01122011,Tekken 6,14000,3,1
01122011,Call of Duty: Modern Warfare 3,6015.34,16,4
01122011,Age of Empires,3375.63,21,4
01122011,TrackMania Nations Forever,2544.16,4,1
01122011,TrackMania 2: Canyon,2302.66,3,1
01122011,Super Smash Bros. Melee,1180,15,4
01122011,Age of Empires II,1000,1,1
01122011,Quake Live,710.64,4,4
01122011,FIFA 12,394.74,3,3
01122011,StarCraft: Brood War,70,3,1
01012012,StarCraft II,89399.27,105,53
01012012,League of Legends,53334.98,117,22
01012012,Defense of the Ancients,52313.09,25,2
01012012,Counter-Strike,51938.7,75,4
01012012,Heroes of Newerth,34345.67,16,3
01012012,WarCraft III,14781.98,8,5
01012012,Super Smash Bros. Brawl,10286,21,5
01012012,Super Smash Bros. Melee,9466,27,4
01012012,Call of Duty: Modern Warfare 3,6216.2,28,3
01012012,Counter-Strike: Source,5306.69,30,2
01012012,Call of Duty 4: Modern Warfare,4467.43,13,2
01012012,TrackMania Nations Forever,3022.34,4,2
01012012,Halo: Reach,1267.9,8,3
01012012,Call of Duty 2,1014.32,10,1
01012012,FIFA 12,705.99,6,6
01012012,NHL 12,570.56,4,1
01012012,Tekken 6,570.56,2,1
01012012,Quake Live,515.53,1,4
01012012,Super Smash Bros.,400,7,2
01012012,TrackMania 2: Canyon,386.85,2,3
01012012,StarCraft: Brood War,280,8,4
01012012,Tekken Tag Tournament 2,250,4,2
01012012,Super Street Fighter IV Arcade Edition,190.19,2,1
01022012,StarCraft II,105998.99,115,69
01022012,League of Legends,42541.43,114,22
01022012,Call of Duty: Modern Warfare 3,25720,1,4
01022012,Counter-Strike: Source,24992.47,65,6
01022012,Counter-Strike,16477.27,89,6
01022012,Tekken 6,3971.22,3,1
01022012,Dota 2,2621.34,20,1
01022012,Call of Duty 4: Modern Warfare,2374.72,15,2
01022012,Halo: Reach,1840.41,12,1
01022012,Quake Live,1809.19,4,5
01022012,FIFA 12,860.41,6,5
01022012,Super Smash Bros. Melee,600,6,1
01022012,TrackMania 2: Canyon,529.48,1,4
01022012,WarCraft III,529.4,3,4
01022012,Super Street Fighter IV Arcade Edition,330.93,3,1
01022012,TrackMania Nations Forever,237.05,4,1
01022012,Forza Motorsport 4,132.37,2,1
01022012,NHL 12,132.37,2,1
01032012,StarCraft II,393265.76,175,70
01032012,Counter-Strike,140882.95,122,7
01032012,League of Legends,127157.99,127,25
01032012,Halo: Reach,56000,32,1
01032012,Dota 2,42028.2,77,13
01032012,Mortal Kombat 9,33400,8,1
01032012,Counter-Strike: Source,28430.64,68,4
01032012,Soul Calibur V,17200,12,2
01032012,BlazBlue: Continuum Shift II,16999.58,0,1
01032012,King of Fighters XIII,16700,16,2
01032012,Team Fortress 2,10080,12,1
01032012,Call of Duty: Modern Warfare 3,8444.16,43,2
01032012,Heroes of Newerth,3000,20,3
01032012,Quake Live,2527.63,4,6
01032012,StarCraft: Brood War,2309.37,3,1
01032012,Super Smash Bros. Melee,1704,8,2
01032012,WarCraft III,1636.16,18,6
01032012,Defense of the Ancients,1015.23,32,2
01032012,Super Street Fighter IV Arcade Edition,1000,8,1
01032012,Ultimate Marvel vs. Capcom 3,1000,8,1
01032012,Street Fighter X Tekken,835,16,4
01032012,FIFA 12,660.34,8,5
01032012,TrackMania 2: Canyon,528.32,2,4
01032012,TrackMania Nations Forever,396.39,2,1
01032012,Bloodline Champions,300,3,1
01042012,StarCraft II,292084.93,165,65
01042012,League of Legends,121742.9,188,36
01042012,Counter-Strike: Source,63967.08,104,5
01042012,Counter-Strike,60637.71,116,8
01042012,Call of Duty: Modern Warfare 3,33104.75,76,7
01042012,KartRider,26439,8,2
01042012,Dota 2,20354.04,64,6
01042012,Battlefield 3,18296.6,0,3
01042012,World of Tanks,15000,0,1
01042012,Point Blank,14000,20,1
01042012,Bloodline Champions,11150,21,2
01042012,Halo: Reach,5459.68,13,3
01042012,Age of Empires II,5300,3,2
01042012,Gears of War 3,4555.81,0,2
01042012,Mortal Kombat 9,3400,4,1
01042012,Soul Calibur V,3400,4,1
01042012,Team Fortress 2,2615.73,18,1
01042012,Heroes of Newerth,2300,16,4
01042012,Call of Duty 4: Modern Warfare,2288.77,0,1
01042012,StarCraft: Brood War,2206.73,4,4
01042012,FIFA 12,1441.52,15,8
01042012,Counter-Strike: Global Offensive,1309.33,5,1
01042012,Quake Live,1159.96,4,6
01042012,Super Smash Bros. Brawl,725,10,5
01042012,TrackMania 2: Canyon,658.3,3,5
01042012,Street Fighter X Tekken,600,12,3
01042012,WarCraft III,526.41,2,4
01042012,Defense of the Ancients,507.1,20,1
01042012,TrackMania Nations Forever,457.75,3,1
01042012,Super Street Fighter IV Arcade Edition,210,3,1
01042012,Age of Empires III,145,3,1
01052012,StarCraft II,314569.71,180,70
01052012,League of Legends,228878.36,233,34
01052012,Counter-Strike,38374.64,105,9
01052012,FIFA 12,26643.73,11,6
01052012,Counter-Strike: Source,15483.81,80,4
01052012,Call of Duty: Modern Warfare 3,11821.28,24,6
01052012,Heroes of Newerth,11588.93,40,2
01052012,Dota 2,8843.93,30,9
01052012,Street Fighter X Tekken,1386.3,14,5
01052012,Super Smash Bros. Melee,1340,11,2
01052012,Super Street Fighter IV Arcade Edition,720,7,4
01052012,WarCraft III,513.01,3,4
01052012,Quake Live,513,3,4
01052012,TrackMania 2: Canyon,511.92,3,4
01052012,Defense of the Ancients,507.27,20,1
01052012,Age of Empires II,335,1,1
01052012,Project M,280,4,1
01052012,QuakeWorld,255.66,1,1
01052012,TrackMania Nations Forever,239,4,1
01052012,StarCraft: Brood War,140,7,4
01062012,StarCraft II,221134.49,224,68
01062012,League of Legends,196210.72,188,38
01062012,Heroes of Newerth,57653.73,39,7
01062012,Counter-Strike,42755.95,95,8
01062012,Dota 2,36447.31,41,8
01062012,Mortal Kombat 9,27700,11,2
01062012,World of Tanks,19466.8,28,1
01062012,Soul Calibur V,16700,8,2
01062012,Quake Live,11256.86,8,6
01062012,Bloodline Champions,10000,9,1
01062012,Super Street Fighter IV Arcade Edition,7604.77,15,6
01062012,Battlefield 3,7110.86,5,1
01062012,CrossFire,6488.93,15,1
01062012,WarCraft III,6440.16,8,6
01062012,Defense of the Ancients,5968.98,0,1
01062012,King of Fighters XIII,5000,7,2
01062012,Call of Duty: Modern Warfare 3,3920,14,4
01062012,FIFA 12,3861.95,8,6
01062012,Street Fighter X Tekken,3199.34,11,6
01062012,Ultimate Marvel vs. Capcom 3,3000,3,1
01062012,StarCraft: Brood War,2998.87,12,3
01062012,Counter-Strike: Source,1368.84,20,1
01062012,Super Smash Bros. Brawl,670,7,2
01062012,TrackMania 2: Canyon,376.35,2,3
01062012,Tekken 6,0,3,1
01072012,StarCraft II,609856.58,399,79
01072012,League of Legends,94428.41,206,47
01072012,Counter-Strike,55880.83,105,5
01072012,Counter-Strike: Source,43513.1,96,7
01072012,Dota 2,41052.74,65,14
01072012,Counter-Strike Online,28332,20,1
01072012,Tekken Tag Tournament 2,21100,3,1
01072012,Point Blank,15000,20,1
01072012,World of Tanks,15000,30,1
01072012,Age of Empires II,14700,42,1
01072012,Team Fortress 2,10547.95,12,2
01072012,Heroes of Newerth,10005.34,43,7
01072012,Super Smash Bros. Melee,9349.9,44,8
01072012,Call of Duty: Modern Warfare 3,6667.51,28,5
01072012,Super Street Fighter IV Arcade Edition,6050,16,5
01072012,Street Fighter X Tekken,5645,16,5
01072012,Super Smash Bros. Brawl,3646.5,25,7
01072012,Call of Duty 4: Modern Warfare,3124.3,15,1
01072012,Street Fighter III: 3rd Strike,3050,6,1
01072012,Super Street Fighter II Turbo HD Remix,3050,6,1
01072012,TrackMania Nations Forever,2264.63,10,3
01072012,StarCraft: Brood War,947.64,5,3
01072012,Quake Live,616.77,2,5
01072012,FIFA 12,614.55,5,6
01072012,Counter-Strike: Global Offensive,490.16,16,4
01072012,WarCraft III,490.16,4,4
01072012,TrackMania 2: Canyon,245.82,1,2
01072012,Project M,60,2,1
01072012,King of Fighters XIII,0,3,1
01072012,Mortal Kombat 9,0,3,1
01072012,Soul Calibur V,0,3,1
01072012,Ultimate Marvel vs. Capcom 3,0,3,1
01082012,StarCraft II,339477.62,177,47
01082012,League of Legends,299717.44,193,37
01082012,StarCraft: Brood War,90558.57,20,3
01082012,Heroes of Newerth,47125.72,69,4
01082012,Dota 2,43604.54,35,8
01082012,Defense of the Ancients,42450.16,20,1
01082012,Counter-Strike,31472.23,74,6
01082012,Quake Live,29500,18,4
01082012,WarCraft III,23577.83,19,6
01082012,Call of Duty: Modern Warfare 3,20886.17,33,3
01082012,Soul Calibur V,20200.9,12,3
01082012,Mortal Kombat 9,20100,10,2
01082012,World of WarCraft,19500,6,1
01082012,Counter-Strike: Source,15579.96,50,3
01082012,Team Fortress 2,7908.14,48,1
01082012,Super Street Fighter IV Arcade Edition,7617.86,20,7
01082012,Counter-Strike: Global Offensive,5958.73,15,6
01082012,Call of Duty 4: Modern Warfare,3504.02,5,1
01082012,Super Street Fighter II Turbo HD Remix,3150,6,1
01082012,Street Fighter III: 3rd Strike,2730.72,7,2
01082012,Super Smash Bros. Brawl,1536.96,12,2
01082012,Super Smash Bros. Melee,1396.8,7,1
01082012,Ultimate Marvel vs. Capcom 3,696.23,3,1
01082012,Street Fighter X Tekken,650,5,2
01082012,FIFA 12,495.96,3,4
01082012,Persona 4 Arena,181.63,3,1
01092012,Dota 2,1615721.38,61,7
01092012,League of Legends,373092.61,280,49
01092012,StarCraft II,266709.82,119,51
01092012,Defense of the Ancients,45905.68,20,1
01092012,Counter-Strike,34642.05,77,6
01092012,KartRider,26700,16,1
01092012,Heroes of Newerth,21850,64,4
01092012,Super Street Fighter IV Arcade Edition,19067.26,16,6
01092012,Call of Duty: Modern Warfare 3,16728.01,19,3
01092012,Counter-Strike: Source,15995.33,30,2
01092012,Counter-Strike: Global Offensive,7131.6,45,7
01092012,CrossFire,1358.5,43,5
01092012,WarCraft III,643.55,3,5
01092012,FIFA 12,386.07,3,4
01092012,FIFA 13,257.38,2,2
01092012,Quake Live,250,4,2
01092012,Age of Empires III,200,2,1
01092012,TrackMania Nations Forever,192.89,2,1
01092012,StarCraft: Brood War,140,3,1
01092012,King of Fighters XIII,0,8,1
01092012,Super Street Fighter II Turbo,0,4,1
01092012,Ultimate Marvel vs. Capcom 3,0,8,1
01102012,League of Legends,2142991.87,189,22
01102012,StarCraft II,395288.16,166,45
01102012,Dota 2,38042.42,67,7
01102012,Counter-Strike,35000.52,40,3
01102012,iRacing.com,32500,8,2
01102012,Call of Duty: Modern Warfare 3,21292.24,61,3
01102012,Point Blank,15000,20,1
01102012,Quake Live,11578.87,7,5
01102012,Counter-Strike: Global Offensive,11232.84,66,8
01102012,Heroes of Newerth,9405.22,66,10
01102012,StarCraft: Brood War,6261.46,3,1
01102012,Call of Duty: Black Ops 2,5193.6,4,1
01102012,Team Fortress 2,4000,24,1
01102012,Age of Empires II,3000,17,1
01102012,Super Smash Bros. Melee,2999.8,16,3
01102012,CrossFire,2173.58,33,5
01102012,Call of Duty 4: Modern Warfare,765.79,10,1
01102012,Tekken Tag Tournament 2,585,15,6
01102012,WarCraft III,519.57,3,4
01102012,FIFA 13,519.12,4,4
01102012,Project M,411.81,6,2
01102012,Dead or Alive 5,0,4,1
01102012,King of Fighters XIII,0,8,1
01102012,Mortal Kombat 9,0,4,1
01102012,Persona 4 Arena,0,8,1
01102012,Street Fighter X Tekken,0,8,1
01102012,Super Street Fighter IV Arcade Edition,0,8,1
01102012,Ultimate Marvel vs. Capcom 3,0,8,1
01112012,StarCraft II,570152.17,172,39
01112012,League of Legends,369698.02,315,29
01112012,World of WarCraft,189000,12,1
01112012,Dota 2,130845.7,77,12
01112012,Counter-Strike: Global Offensive,98963.99,93,11
01112012,Heroes of Newerth,62487.67,65,6
01112012,Tekken Tag Tournament 2,44470,34,8
01112012,Halo 4,40000,16,1
01112012,ShootMania Storm,20000,9,1
01112012,WarCraft III,17512.65,6,5
01112012,Mortal Kombat 9,16700,8,1
01112012,Counter-Strike,14900,20,1
01112012,FIFA 13,11957.82,12,7
01112012,Quake Live,11057,9,5
01112012,TrackMania Nations Forever,10239.5,6,2
01112012,TrackMania 2: Canyon,10000,3,1
01112012,Super Street Fighter IV Arcade Edition,7955.86,8,3
01112012,Point Blank,5500,0,1
01112012,World of Tanks,5000,0,1
01112012,rFactor,4645.73,29,1
01112012,Team Fortress 2,3254.53,18,1
01112012,Super Smash Bros. Melee,3030,27,4
01112012,CrossFire,2173.58,42,5
01112012,StarCraft: Brood War,833.65,11,5
01112012,King of Fighters XIII,295,3,1
01112012,Persona 4 Arena,295,3,1
01112012,Call of Duty: Black Ops,240,0,1
01122012,StarCraft II,602120.22,182,40
01122012,League of Legends,237414.41,212,30
01122012,Dota 2,107533.25,78,11
01122012,Counter-Strike: Global Offensive,97452.12,157,11
01122012,Heroes of Newerth,82200,150,13
01122012,ShootMania Storm,80000,18,1
01122012,Counter-Strike Online,77776,25,2
01122012,World of Tanks,69035.47,36,2
01122012,Super Street Fighter IV Arcade Edition,56843.79,19,3
01122012,Defense of the Ancients,56770.86,40,2
01122012,Street Fighter X Tekken,53700,16,1
01122012,CrossFire,48580.37,68,6
01122012,Call of Duty: Black Ops 2,24804.35,28,3
01122012,Counter-Strike,24622,45,2
01122012,FIFA 12,17000,3,1
01122012,Point Blank,15000,20,1
01122012,WarCraft III,14390.76,4,4
01122012,Street Fighter III: 3rd Strike,10000,8,1
01122012,Super Street Fighter II Turbo HD Remix,10000,8,1
01122012,FIFA 13,4388.95,6,5
01122012,Team Fortress 2,1601.45,5,1
01122012,Super Smash Bros. Brawl,1560,10,3
01122012,Age of Empires II,1307.94,8,1
01122012,TrackMania Nations Forever,1001.77,3,1
01122012,Super Smash Bros. Melee,892,13,3
01122012,Quake Live,500,3,4
01122012,Tekken Tag Tournament 2,315,6,3
01122012,StarCraft: Brood War,140,6,2
01012013,StarCraft II,107833.16,82,24
01012013,League of Legends,79274.02,118,25
01012013,Heroes of Newerth,70100,126,12
01012013,Counter-Strike: Global Offensive,22421.56,80,8
01012013,Super Smash Bros. Brawl,10129.9,24,6
01012013,Halo 4,9600,12,1
01012013,Super Smash Bros. Melee,9100,33,8
01012013,Dota 2,7601.07,15,2
01012013,Call of Duty 4: Modern Warfare,3339.24,0,1
01012013,Call of Duty: Black Ops 2,2584.64,12,1
01012013,CrossFire,2336.6,39,6
01012013,WarCraft III,1478.34,5,5
01012013,Super Smash Bros.,1460,8,1
01012013,Super Street Fighter IV Arcade Edition,1210,8,4
01012013,Ultimate Marvel vs. Capcom 3,1210,7,4
01012013,Age of Empires II,804.27,1,1
01012013,FIFA 13,532.16,4,4
01012013,StarCraft: Brood War,473.58,1,1
01012013,Quake Live,375,5,3
01022013,FIFA 13,400534.28,17,6
01022013,Madden NFL 2013,4.00E+05,8,1
01022013,League of Legends,374412.5,234,32
01022013,Heroes of Newerth,87657,83,15
01022013,StarCraft II,81859.39,132,38
01022013,NHL 13,70000,1,1
01022013,Counter-Strike: Global Offensive,54686.72,200,21
01022013,KartRider,27570,16,1
01022013,Dota 2,11793.08,79,9
01022013,Call of Duty: Black Ops 2,7061.23,12,2
01022013,Halo 4,2250,0,2
01022013,CrossFire,2173.58,41,5
01022013,Call of Duty 4: Modern Warfare,1976.19,10,1
01022013,Team Fortress 2,1636.77,18,2
01022013,Ultimate Marvel vs. Capcom 3,980,7,4
01022013,Super Street Fighter IV Arcade Edition,950,8,4
01022013,Super Smash Bros. Melee,930,16,6
01022013,Street Fighter X Tekken,880,12,7
01022013,WarCraft III,535.64,3,4
01022013,StarCraft: Brood War,393.15,5,3
01022013,Project M,355,10,3
01022013,Super Smash Bros. Brawl,330,11,4
01022013,Tekken Tag Tournament 2,275,5,3
01022013,ShootMania Storm,131.91,1,1
01022013,Super Smash Bros.,70,2,1
01032013,StarCraft II,391772.25,168,40
01032013,League of Legends,326372.21,211,30
01032013,Heroes of Newerth,165700,91,14
01032013,Magic: The Gathering Online,116000,16,1
01032013,Dota 2,100557.98,117,13
01032013,Counter-Strike: Global Offensive,91418.13,216,16
01032013,Call of Duty: Black Ops 2,75215.32,80,4
01032013,WarCraft III,15131.44,7,6
01032013,ShootMania Storm,8177.35,10,7
01032013,Tekken Tag Tournament 2,6525,11,4
01032013,Quake Live,3223.05,17,3
01032013,CrossFire,2445.28,40,6
01032013,TrackMania Nations Forever,1116.91,3,1
01032013,Super Street Fighter IV Arcade Edition,930,7,4
01032013,Age of Empires,924,17,1
01032013,Ultimate Marvel vs. Capcom 3,910,6,4
01032013,StarCraft: Brood War,710,10,4
01032013,Street Fighter X Tekken,660,12,7
01032013,FIFA 13,648.1,5,6
01032013,Super Smash Bros. Brawl,590,6,2
01032013,Unreal Tournament 3,165,4,1
01032013,Super Smash Bros. Melee,150,3,1
01032013,TrackMania 2: Stadium,64.84,6,2
01032013,Project M,40,4,1
01032013,TrackMania 2: Canyon,0,3,1
01042013,Call of Duty: Black Ops 2,1010000,35,3
01042013,League of Legends,390550.2,198,25
01042013,Counter-Strike: Global Offensive,134104.1,219,19
01042013,Dota 2,103207.77,91,10
01042013,ShootMania Storm,100521.23,49,5
01042013,Heroes of Newerth,61750,55,4
01042013,StarCraft II,48115.01,56,30
01042013,Point Blank,15000,20,1
01042013,Counter-Strike,10080,21,1
01042013,Halo 4,10000,16,1
01042013,Team Fortress 2,4493.29,32,2
01042013,Super Smash Bros. Melee,2756,25,6
01042013,CrossFire,2173.58,34,5
01042013,Quake Live,1006.2,8,1
01042013,Age of Empires II,1000,1,1
01042013,Super Street Fighter IV Arcade Edition,960,19,6
01042013,Ultimate Marvel vs. Capcom 3,800,12,5
01042013,TrackMania Nations Forever,765.07,8,1
01042013,Street Fighter X Tekken,730,20,8
01042013,WarCraft III,521.16,3,4
01042013,FIFA 13,521,3,4
01042013,Injustice: Gods Among Us,375,6,2
01042013,StarCraft: Brood War,299,9,3
01042013,TrackMania 2: Stadium,226.91,3,1
01042013,Tekken Tag Tournament 2,180,6,3
01042013,King of Fighters XIII,0,6,1
01042013,Mortal Kombat 9,0,4,1
01042013,Persona 4 Arena,0,1,1
01052013,StarCraft II,146353.52,87,32
01052013,Turbo Racing League,125000,6,2
01052013,Dota 2,99589.92,97,10
01052013,League of Legends,58834.46,111,20
01052013,Counter-Strike: Global Offensive,41123.31,126,16
01052013,FIFA 13,27836.23,8,6
01052013,Call of Duty: Black Ops 2,22274.74,20,4
01052013,Super Street Fighter IV Arcade Edition,18502.62,19,10
01052013,Heroes of Newerth,15500,46,3
01052013,StarCraft: Brood War,10872.24,22,4
01052013,Tekken Tag Tournament 2,6620,12,7
01052013,WarCraft III,6427.27,13,7
01052013,Ultimate Marvel vs. Capcom 3,3050,7,6
01052013,Halo 4,3000,4,1
01052013,Injustice: Gods Among Us,2785,16,11
01052013,CrossFire,2173.58,31,5
01052013,TrackMania 2: Canyon,1427.78,3,1
01052013,Super Smash Bros. Melee,1097,22,7
01052013,Super Smash Bros. Brawl,821.94,17,4
01052013,Street Fighter X Tekken,805,15,11
01052013,Project M,520,15,4
01052013,ShootMania Storm,518.69,3,4
01052013,King of Fighters XIII,500,3,1
01052013,Persona 4 Arena,500,3,1
01052013,Age of Empires III,375.85,4,1
01052013,BlazBlue: Continuum Shift Extend,0,3,1
01052013,Mortal Kombat 9,0,3,1
01062013,League of Legends,795757.08,296,36
01062013,StarCraft II,547093.98,239,59
01062013,Turbo Racing League,312500,10,5
01062013,CrossFire,182445.28,109,7
01062013,Counter-Strike: Global Offensive,149984.7,187,17
01062013,Call of Duty: Black Ops 2,64521.82,58,4
01062013,Dota 2,55753.35,80,7
01062013,Counter-Strike Online,37776,15,1
01062013,Heroes of Newerth,31378.91,40,3
01062013,Halo 4,28500,17,3
01062013,Super Street Fighter IV Arcade Edition,20058.58,33,9
01062013,WarCraft III,10443.69,7,6
01062013,FIFA 13,8415.9,13,6
01062013,Ultimate Marvel vs. Capcom 3,3890,21,5
01062013,Super Smash Bros. Melee,3690.61,32,7
01062013,Injustice: Gods Among Us,3555,29,9
01062013,Divekick,2300,8,1
01062013,Quake Live,1881.63,9,2
01062013,Super Smash Bros. Brawl,1298.78,15,3
01062013,Tekken Tag Tournament 2,1200,14,5
01062013,Street Fighter X Tekken,1040,14,4
01062013,StarCraft: Brood War,859.8,13,5
01062013,Project M,819.48,10,2
01062013,ShootMania Storm,656.89,3,5
01062013,Persona 4 Arena,540,3,1
01062013,Age of Empires,440,8,1
01062013,King of Fighters XIII,440,3,1
01062013,Super Smash Bros.,410,6,1
01062013,Mortal Kombat 9,310,3,1
01062013,Soul Calibur V,310,3,1
01062013,Skullgirls,300,3,1
01072013,Turbo Racing League,562500,6,2
01072013,Dota 2,425214,195,18
01072013,League of Legends,265527.39,187,25
01072013,StarCraft II,176737.23,192,51
01072013,Call of Duty: Black Ops 2,71052.57,36,5
01072013,Counter-Strike: Global Offensive,40093.04,126,12
01072013,Super Street Fighter IV Arcade Edition,18936,24,12
01072013,Point Blank,15000,20,1
01072013,Ultimate Marvel vs. Capcom 3,14345,18,7
01072013,Halo 4,10500,13,3
01072013,Super Smash Bros. Melee,7965,29,8
01072013,Heroes of Newerth,7788.74,46,7
01072013,Injustice: Gods Among Us,7575,19,11
01072013,Street Fighter X Tekken,6055,15,5
01072013,King of Fighters XIII,4400,11,2
01072013,Tekken Tag Tournament 2,4160,14,6
01072013,Persona 4 Arena,4000,8,1
01072013,SMITE,3500,5,1
01072013,Mortal Kombat 9,2330,8,1
01072013,CrossFire,2173.58,42,5
01072013,Quake Live,1624.27,5,4
01072013,ShootMania Storm,1618.54,6,5
01072013,Super Smash Bros. Brawl,1615,20,7
01072013,Team Fortress 2,1323.1,18,1
01072013,TrackMania 2: Stadium,1295.1,3,1
01072013,StarCraft: Brood War,745.12,6,3
01072013,WarCraft III,523.17,2,4
01072013,FIFA 13,523.12,2,4
01072013,Project M,360,12,3
01082013,Dota 2,2903395.79,95,7
01082013,StarCraft II,832927.37,296,51
01082013,League of Legends,662851.99,340,36
01082013,Counter-Strike: Global Offensive,72234.63,242,14
01082013,Call of Duty: Black Ops 2,28490.41,38,6
01082013,Quake Live,25158.49,20,5
01082013,Team Fortress 2,21597.12,49,3
01082013,SMITE,19972.38,20,1
01082013,Heroes of Newerth,19638.48,69,8
01082013,Halo 4,4674.46,16,1
01082013,S.K.I.L.L. - Special Force 2,4054.33,10,1
01082013,Ultimate Marvel vs. Capcom 3,3708.67,23,6
01082013,Super Smash Bros. Melee,3578.67,30,9
01082013,Tekken Tag Tournament 2,3070.86,9,5
01082013,Street Fighter IV,2440,16,1
01082013,Super Street Fighter IV Arcade Edition,2408.67,16,9
01082013,CrossFire,2173.58,31,5
01082013,StarCraft: Brood War,1489.49,9,3
01082013,Injustice: Gods Among Us,1206.89,16,9
01082013,Doom II: Hell on Earth,1000,1,1
01082013,Super Smash Bros. Brawl,984.03,14,5
01082013,FIFA 13,665.75,5,5
01082013,WarCraft III,665.49,3,5
01082013,ShootMania Storm,399.47,2,3
01082013,Street Fighter X Tekken,215,6,4
01082013,Dragon Ball Z: Budokai 3,204.06,3,1
01082013,Project M,200,13,4
01082013,King of Fighters XIII,170,5,2
01082013,Soul Calibur V,95,9,1
01082013,Divekick,60,4,2
01092013,Halo 4,3.00E+05,8,1
01092013,League of Legends,202247.85,158,30
01092013,StarCraft II,72342.95,121,39
01092013,World of Tanks,63000,25,2
01092013,Counter-Strike: Global Offensive,59921.9,149,21
01092013,Heroes of Newerth,42414.97,85,5
01092013,Dota 2,37813.44,82,13
01092013,SMITE,20000,0,1
01092013,Call of Duty: Black Ops 2,18514.8,34,7
01092013,Super Street Fighter IV Arcade Edition,16063.13,38,11
01092013,Age of Empires II,9776,51,2
01092013,CrossFire,5568,33,6
01092013,WarCraft III,3590.98,14,5
01092013,Super Smash Bros. Melee,2610.26,31,7
01092013,Ultimate Marvel vs. Capcom 3,2430,17,5
01092013,Injustice: Gods Among Us,1995,25,8
01092013,StarCraft: Brood War,1717.52,6,2
01092013,Quake Live,1690.79,16,1
01092013,FIFA 13,1628.01,4,3
01092013,Tekken Tag Tournament 2,1305,21,6
01092013,Team Fortress 2,850,11,1
01092013,FIFA 14,267.1,2,2
01092013,Super Smash Bros. Brawl,205,7,3
01092013,Project M,140,8,3
01092013,Super Smash Bros.,81,1,1
01092013,Street Fighter X Tekken,40,17,3
01092013,Dead or Alive 5 Ultimate,0,8,1
01092013,King of Fighters XIII,0,15,2
01092013,Persona 4 Arena,0,8,1
01092013,Soul Calibur V,0,8,1
01102013,League of Legends,2194058.98,236,29
01102013,StarCraft II,592577.89,217,48
01102013,Call of Duty: Black Ops 2,111845.77,64,9
01102013,World of Tanks,1.00E+05,0,1
01102013,Counter-Strike: Global Offensive,88777.63,262,22
01102013,Dota 2,64237.32,50,6
01102013,Heroes of Newerth,42309.01,75,8
01102013,iRacing.com,32000,10,2
